Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
11-01-2020,TELANGANA,MAHBUBNAGAR,0,1718.08,0,18.04476872
11-01-2020,TELANGANA,RANGAREDDY,0,872.01,0,22.36992913
11-01-2020,TELANGANA,MEDAK,0,1267.02,0,25.20428513
10-01-2020,TELANGANA,ADILABAD,0,2160.56,0,26.2683104
10-01-2020,TELANGANA,NIZAMABAD,0,962.98,0,23.68797531
10-01-2020,TELANGANA,KHAMMAM,0,1752.57,0,21.14581512
10-01-2020,TELANGANA,HYDERABAD,0,6.55,0,7.125974303
10-01-2020,TELANGANA,WARANGAL,0,1510.36,0,22.9062905
10-01-2020,TELANGANA,NALGONDA,0,1509.08,0,20.73063371
10-01-2020,TELANGANA,KARIMNAGAR,0,1220.83,0,19.97158627
10-01-2020,TELANGANA,MAHBUBNAGAR,0,1729.18,0,18.16138231
10-01-2020,TELANGANA,RANGAREDDY,0,879.27,0,22.55609399
10-01-2020,TELANGANA,MEDAK,0,1277.09,0,25.40442462
09-01-2020,TELANGANA,ADILABAD,0,2177.84,0,26.4783979
09-01-2020,TELANGANA,NIZAMABAD,0,973.62,0,23.94975996
09-01-2020,TELANGANA,KHAMMAM,0,1769.97,0,21.35582109
09-01-2020,TELANGANA,HYDERABAD,0,6.84,0,7.442048825
09-01-2020,TELANGANA,WARANGAL,0,1525.78,0,23.14017981
09-01-2020,TELANGANA,NALGONDA,0,1525.19,0,20.95184116
09-01-2020,TELANGANA,KARIMNAGAR,0,1232.19,0,20.15742928
09-01-2020,TELANGANA,MAHBUBNAGAR,0,1740.22,0,18.27735489
09-01-2020,TELANGANA,RANGAREDDY,0,886.79,0,22.74908858
09-01-2020,TELANGANA,MEDAK,0,1287.25,0,25.60663453
08-01-2020,TELANGANA,ADILABAD,0,2195.25,0,26.69007762
08-01-2020,TELANGANA,NIZAMABAD,0,984.97,0,24.22889171
08-01-2020,TELANGANA,KHAMMAM,0,1789.3,0,21.58898463
08-01-2020,TELANGANA,HYDERABAD,0,7.17,0,7.807888861
08-01-2020,TELANGANA,WARANGAL,0,1542.22,0,23.38943067
08-01-2020,TELANGANA,NALGONDA,0,1543.24,0,21.19982275
08-01-2020,TELANGANA,KARIMNAGAR,0,1243.92,0,20.34928527
08-01-2020,TELANGANA,MAHBUBNAGAR,0,1752.76,0,18.40901143
08-01-2020,TELANGANA,RANGAREDDY,0,895.1,0,22.96227124
08-01-2020,TELANGANA,MEDAK,0,1298.51,0,25.83061645
07-01-2020,TELANGANA,ADILABAD,0,2213.68,0,26.91413649
07-01-2020,TELANGANA,NIZAMABAD,0,997.06,0,24.52623994
07-01-2020,TELANGANA,KHAMMAM,0,1809.52,0,21.83297999
07-01-2020,TELANGANA,HYDERABAD,0,7.5,0,8.163534869
07-01-2020,TELANGANA,WARANGAL,0,1560.27,0,23.6632873
07-01-2020,TELANGANA,NALGONDA,0,1562.25,0,21.46101546
07-01-2020,TELANGANA,KARIMNAGAR,0,1256.33,0,20.55231177
07-01-2020,TELANGANA,MAHBUBNAGAR,0,1765.86,0,18.54658943
07-01-2020,TELANGANA,RANGAREDDY,0,903.01,0,23.16516578
07-01-2020,TELANGANA,MEDAK,0,1310.13,0,26.06177182
06-01-2020,TELANGANA,ADILABAD,1.72,1608.6,14.38,19.55755467
06-01-2020,TELANGANA,NIZAMABAD,1.97,691.62,17.56,17.01279096
06-01-2020,TELANGANA,KHAMMAM,0.65,1487.47,6.08,17.94719616
06-01-2020,TELANGANA,HYDERABAD,7.54,7.41,57.93,8.061336258
06-01-2020,TELANGANA,WARANGAL,2.59,1247.69,21.1,18.92258175
06-01-2020,TELANGANA,NALGONDA,3.06,842.73,24.52,11.57678614
06-01-2020,TELANGANA,KARIMNAGAR,1.88,866.99,16.14,14.18311055
06-01-2020,TELANGANA,MAHBUBNAGAR,1.94,658.36,16.16,6.914720672
06-01-2020,TELANGANA,RANGAREDDY,1.29,368.46,9.59,9.452247367
06-01-2020,TELANGANA,MEDAK,2,741.62,15.45,14.75257882
05-01-2020,TELANGANA,ADILABAD,1.74,1652.28,14.6,20.0885889
05-01-2020,TELANGANA,NIZAMABAD,2,717.56,17.84,17.65095166
05-01-2020,TELANGANA,KHAMMAM,0.67,1522.13,6.27,18.36549977
05-01-2020,TELANGANA,HYDERABAD,7.61,7.8,58.51,8.492352798
05-01-2020,TELANGANA,WARANGAL,2.63,1292.99,21.37,19.60957221
05-01-2020,TELANGANA,NALGONDA,3.08,880.22,24.66,12.09176879
05-01-2020,TELANGANA,KARIMNAGAR,1.92,895.68,16.49,14.65242482
05-01-2020,TELANGANA,MAHBUBNAGAR,1.96,684.4,16.31,7.188198857
05-01-2020,TELANGANA,RANGAREDDY,1.31,385.4,9.73,9.886714684
05-01-2020,TELANGANA,MEDAK,2.02,774.76,15.62,15.41183162
04-01-2020,TELANGANA,ADILABAD,1.77,1696.6,14.81,20.62749599
04-01-2020,TELANGANA,NIZAMABAD,2.03,741.89,18.09,18.24934877
04-01-2020,TELANGANA,KHAMMAM,0.69,1555.76,6.45,18.7711898
04-01-2020,TELANGANA,HYDERABAD,7.64,8.14,58.73,8.860434448
04-01-2020,TELANGANA,WARANGAL,2.66,1340.83,21.64,20.3351307
04-01-2020,TELANGANA,NALGONDA,3.1,921.05,24.77,12.65273724
04-01-2020,TELANGANA,KARIMNAGAR,1.96,923.81,16.82,15.11255686
04-01-2020,TELANGANA,MAHBUBNAGAR,1.98,712.83,16.46,7.486746415
04-01-2020,TELANGANA,RANGAREDDY,1.33,402.45,9.88,10.32409483
04-01-2020,TELANGANA,MEDAK,2.04,806.92,15.76,16.05173879
03-01-2020,TELANGANA,ADILABAD,1.79,1730.34,14.95,21.03770786
03-01-2020,TELANGANA,NIZAMABAD,2.04,762.38,18.24,18.75359565
03-01-2020,TELANGANA,KHAMMAM,0.7,1574.73,6.53,19.00005789
03-01-2020,TELANGANA,HYDERABAD,7.69,8.16,59.11,8.876715503
03-01-2020,TELANGANA,WARANGAL,2.67,1371.55,21.69,20.80105345
03-01-2020,TELANGANA,NALGONDA,3.1,948.11,24.78,13.02440777
03-01-2020,TELANGANA,KARIMNAGAR,1.99,943.17,17,15.42936823
03-01-2020,TELANGANA,MAHBUBNAGAR,2,733.11,16.61,7.699794179
03-01-2020,TELANGANA,RANGAREDDY,1.34,411.82,10,10.56464427
03-01-2020,TELANGANA,MEDAK,2.05,828.38,15.83,16.47854058
02-01-2020,TELANGANA,ADILABAD,1.79,1697.71,14.99,20.64101215
02-01-2020,TELANGANA,NIZAMABAD,2.04,787.43,18.29,19.36956045
02-01-2020,TELANGANA,KHAMMAM,0.71,1217.79,6.61,14.69343105
02-01-2020,TELANGANA,HYDERABAD,7.73,7.99,59.36,8.702322097
02-01-2020,TELANGANA,WARANGAL,2.69,1332.81,21.95,20.21353007
02-01-2020,TELANGANA,NALGONDA,3.05,906.9,24.5,12.45833879
02-01-2020,TELANGANA,KARIMNAGAR,2.02,893.81,17.27,14.62181466
02-01-2020,TELANGANA,MAHBUBNAGAR,2.02,685.43,16.75,7.198957794
02-01-2020,TELANGANA,RANGAREDDY,1.36,418,10.14,10.72303608
02-01-2020,TELANGANA,MEDAK,2,859.13,15.45,17.09028951
01-01-2020,TELANGANA,ADILABAD,1.81,1197.51,15.12,14.55946769
01-01-2020,TELANGANA,NIZAMABAD,1.91,438.48,17.25,10.78607533
01-01-2020,TELANGANA,KHAMMAM,0.73,1222.22,6.78,14.74689573
01-01-2020,TELANGANA,HYDERABAD,7.79,5.87,59.81,6.386524706
01-01-2020,TELANGANA,WARANGAL,2.41,776.27,20.03,11.7729267
01-01-2020,TELANGANA,NALGONDA,2.72,470.98,22.23,6.470024037
01-01-2020,TELANGANA,KARIMNAGAR,2.05,672.91,17.49,11.00807066
01-01-2020,TELANGANA,MAHBUBNAGAR,2.04,708.41,16.9,7.440359052
01-01-2020,TELANGANA,RANGAREDDY,1.38,335.99,10.28,8.619169449
01-01-2020,TELANGANA,MEDAK,1.46,429.68,11.19,8.547440969
29-02-2020,TELANGANA,ADILABAD,0,1832.22,0,22.2763862
29-02-2020,TELANGANA,NIZAMABAD,0,733.74,0,18.04906799
29-02-2020,TELANGANA,KHAMMAM,0,1438.28,0,17.35376461
29-02-2020,TELANGANA,HYDERABAD,0,1.99,0,2.167544789
29-02-2020,TELANGANA,WARANGAL,0,1235.1,0,18.73168172
29-02-2020,TELANGANA,NALGONDA,0,1182.18,0,16.23990787
29-02-2020,TELANGANA,KARIMNAGAR,0,1044.48,0,17.08665222
29-02-2020,TELANGANA,MAHBUBNAGAR,0,1541.24,0,16.18751096
29-02-2020,TELANGANA,RANGAREDDY,0,744.31,0,19.09403774
29-02-2020,TELANGANA,MEDAK,0,1063.2,0,21.14979709
28-02-2020,TELANGANA,ADILABAD,0,1836.09,0,22.32345032
28-02-2020,TELANGANA,NIZAMABAD,0,734.94,0,18.07855988
28-02-2020,TELANGANA,KHAMMAM,0,1439.75,0,17.37145252
28-02-2020,TELANGANA,HYDERABAD,0,2,0,2.171826962
28-02-2020,TELANGANA,WARANGAL,0,1237.5,0,18.76805053
28-02-2020,TELANGANA,NALGONDA,0,1183.76,0,16.26157499
28-02-2020,TELANGANA,KARIMNAGAR,0,1046.42,0,17.11835746
28-02-2020,TELANGANA,MAHBUBNAGAR,0,1542.03,0,16.1957883
28-02-2020,TELANGANA,RANGAREDDY,0,744.91,0,19.10926465
28-02-2020,TELANGANA,MEDAK,0,1064.62,0,21.17802543
27-02-2020,TELANGANA,ADILABAD,0,1841.56,0,22.38985308
27-02-2020,TELANGANA,NIZAMABAD,0,736.89,0,18.12653752
27-02-2020,TELANGANA,KHAMMAM,0,1441.92,0,17.39760854
27-02-2020,TELANGANA,HYDERABAD,0,2.04,0,2.220641636
27-02-2020,TELANGANA,WARANGAL,0,1241.53,0,18.82914484
