Date,SUBDIVISION,Rainfall
2007-12-01,Coastal Karnataka,0.8
2008-12-01,Coastal Karnataka,13.5
2009-12-01,Coastal Karnataka,35.4
2010-12-01,Coastal Karnataka,11.0
2011-12-01,Coastal Karnataka,10.2
2012-12-01,Coastal Karnataka,3.6
2013-12-01,Coastal Karnataka,10.0
2014-12-01,Coastal Karnataka,30.8
2015-12-01,Coastal Karnataka,14.3
2016-12-01,Coastal Karnataka,5.7
2017-12-01,Coastal Karnataka,7.2
1901-12-01,North Interior Karnataka,0.9
1902-12-01,North Interior Karnataka,85.1
1903-12-01,North Interior Karnataka,16.0
1904-12-01,North Interior Karnataka,0.0
1905-12-01,North Interior Karnataka,0.0
1906-12-01,North Interior Karnataka,58.9
1907-12-01,North Interior Karnataka,6.1
1908-12-01,North Interior Karnataka,0.1
1909-12-01,North Interior Karnataka,1.6
1910-12-01,North Interior Karnataka,0.0
1911-12-01,North Interior Karnataka,10.3
1912-12-01,North Interior Karnataka,0.0
1913-12-01,North Interior Karnataka,1.3
1914-12-01,North Interior Karnataka,18.2
1915-12-01,North Interior Karnataka,5.5
1916-12-01,North Interior Karnataka,0.0
1917-12-01,North Interior Karnataka,0.0
1918-12-01,North Interior Karnataka,5.5
1919-12-01,North Interior Karnataka,2.5
1920-12-01,North Interior Karnataka,0.0
1921-12-01,North Interior Karnataka,0.0
1922-12-01,North Interior Karnataka,0.0
1923-12-01,North Interior Karnataka,2.3
1924-12-01,North Interior Karnataka,3.1
1925-12-01,North Interior Karnataka,12.9
1926-12-01,North Interior Karnataka,0.0
1927-12-01,North Interior Karnataka,0.0
1928-12-01,North Interior Karnataka,17.0
1929-12-01,North Interior Karnataka,1.2
1930-12-01,North Interior Karnataka,4.3
1931-12-01,North Interior Karnataka,19.4
1932-12-01,North Interior Karnataka,0.1
1933-12-01,North Interior Karnataka,30.4
1934-12-01,North Interior Karnataka,0.0
1935-12-01,North Interior Karnataka,1.7
1936-12-01,North Interior Karnataka,3.0
1937-12-01,North Interior Karnataka,6.9
1938-12-01,North Interior Karnataka,1.0
1939-12-01,North Interior Karnataka,0.0
1940-12-01,North Interior Karnataka,14.4
1941-12-01,North Interior Karnataka,9.1
1942-12-01,North Interior Karnataka,26.7
1943-12-01,North Interior Karnataka,0.0
1944-12-01,North Interior Karnataka,0.0
1945-12-01,North Interior Karnataka,0.0
1946-12-01,North Interior Karnataka,3.3
1947-12-01,North Interior Karnataka,8.6
1948-12-01,North Interior Karnataka,0.1
1949-12-01,North Interior Karnataka,0.0
1950-12-01,North Interior Karnataka,0.0
1951-12-01,North Interior Karnataka,0.8
1952-12-01,North Interior Karnataka,13.7
1953-12-01,North Interior Karnataka,0.0
1954-12-01,North Interior Karnataka,11.4
1955-12-01,North Interior Karnataka,0.0
1956-12-01,North Interior Karnataka,2.4
1957-12-01,North Interior Karnataka,0.0
1958-12-01,North Interior Karnataka,0.5
1959-12-01,North Interior Karnataka,0.6
1960-12-01,North Interior Karnataka,0.1
1961-12-01,North Interior Karnataka,0.0
1962-12-01,North Interior Karnataka,62.4
1963-12-01,North Interior Karnataka,0.0
1964-12-01,North Interior Karnataka,2.4
1965-12-01,North Interior Karnataka,26.8
1966-12-01,North Interior Karnataka,8.4
1967-12-01,North Interior Karnataka,8.4
1968-12-01,North Interior Karnataka,0.3
1969-12-01,North Interior Karnataka,1.3
1970-12-01,North Interior Karnataka,0.0
1971-12-01,North Interior Karnataka,0.0
1972-12-01,North Interior Karnataka,1.4
1973-12-01,North Interior Karnataka,0.5
1974-12-01,North Interior Karnataka,0.0
1975-12-01,North Interior Karnataka,0.1
1976-12-01,North Interior Karnataka,0.1
1977-12-01,North Interior Karnataka,0.6
1978-12-01,North Interior Karnataka,4.3
1979-12-01,North Interior Karnataka,0.1
1980-12-01,North Interior Karnataka,3.4
1981-12-01,North Interior Karnataka,0.1
1982-12-01,North Interior Karnataka,0.0
1983-12-01,North Interior Karnataka,8.7
1984-12-01,North Interior Karnataka,0.1
1985-12-01,North Interior Karnataka,0.6
1986-12-01,North Interior Karnataka,5.3
1987-12-01,North Interior Karnataka,26.8
1988-12-01,North Interior Karnataka,18.8
1989-12-01,North Interior Karnataka,14.1
1990-12-01,North Interior Karnataka,0.0
1991-12-01,North Interior Karnataka,0.0
1992-12-01,North Interior Karnataka,0.0
1993-12-01,North Interior Karnataka,36.4
1994-12-01,North Interior Karnataka,0.0
1995-12-01,North Interior Karnataka,0.0
1996-12-01,North Interior Karnataka,2.6
1997-12-01,North Interior Karnataka,33.8
1998-12-01,North Interior Karnataka,0.1
1999-12-01,North Interior Karnataka,0.0
2000-12-01,North Interior Karnataka,0.5
2001-12-01,North Interior Karnataka,1.4
2002-12-01,North Interior Karnataka,0.0
2003-12-01,North Interior Karnataka,2.2
2004-12-01,North Interior Karnataka,0.2
2005-12-01,North Interior Karnataka,0.1
2006-12-01,North Interior Karnataka,0.0
2007-12-01,North Interior Karnataka,9.2
2008-12-01,North Interior Karnataka,5.3
2009-12-01,North Interior Karnataka,13.9
2010-12-01,North Interior Karnataka,1.2
2011-12-01,North Interior Karnataka,0.0
2012-12-01,North Interior Karnataka,2.9
2013-12-01,North Interior Karnataka,0.1
2014-12-01,North Interior Karnataka,14.1
2015-12-01,North Interior Karnataka,1.7
2016-12-01,North Interior Karnataka,1.0
2017-12-01,North Interior Karnataka,0.9
1901-12-01,South Interior Karnataka,12.3
1902-12-01,South Interior Karnataka,84.9
1903-12-01,South Interior Karnataka,24.1
1904-12-01,South Interior Karnataka,0.3
1905-12-01,South Interior Karnataka,0.3
1906-12-01,South Interior Karnataka,52.6
1907-12-01,South Interior Karnataka,14.1
1908-12-01,South Interior Karnataka,0.5
1909-12-01,South Interior Karnataka,9.7
1910-12-01,South Interior Karnataka,0.0
1911-12-01,South Interior Karnataka,7.9
1912-12-01,South Interior Karnataka,0.1
1913-12-01,South Interior Karnataka,3.1
1914-12-01,South Interior Karnataka,26.0
1915-12-01,South Interior Karnataka,9.5
1916-12-01,South Interior Karnataka,7.4
1917-12-01,South Interior Karnataka,1.0
1918-12-01,South Interior Karnataka,8.9
1919-12-01,South Interior Karnataka,4.7
1920-12-01,South Interior Karnataka,0.1
1921-12-01,South Interior Karnataka,0.0
1922-12-01,South Interior Karnataka,2.2
1923-12-01,South Interior Karnataka,2.9
1924-12-01,South Interior Karnataka,11.7
1925-12-01,South Interior Karnataka,46.8
1926-12-01,South Interior Karnataka,1.2
1927-12-01,South Interior Karnataka,0.0
1928-12-01,South Interior Karnataka,12.7
1929-12-01,South Interior Karnataka,5.2
1930-12-01,South Interior Karnataka,12.1
1931-12-01,South Interior Karnataka,26.3
1932-12-01,South Interior Karnataka,1.6
1933-12-01,South Interior Karnataka,46.6
1934-12-01,South Interior Karnataka,0.3
1935-12-01,South Interior Karnataka,7.3
1936-12-01,South Interior Karnataka,4.5
1937-12-01,South Interior Karnataka,9.7
1938-12-01,South Interior Karnataka,2.6
1939-12-01,South Interior Karnataka,0.0
1940-12-01,South Interior Karnataka,15.8
1941-12-01,South Interior Karnataka,60.2
1942-12-01,South Interior Karnataka,23.7
1943-12-01,South Interior Karnataka,0.0
1944-12-01,South Interior Karnataka,6.7
1945-12-01,South Interior Karnataka,0.1
1946-12-01,South Interior Karnataka,42.9
1947-12-01,South Interior Karnataka,17.6
1948-12-01,South Interior Karnataka,2.1
1949-12-01,South Interior Karnataka,0.0
1950-12-01,South Interior Karnataka,0.4
1951-12-01,South Interior Karnataka,0.0
1952-12-01,South Interior Karnataka,48.2
1953-12-01,South Interior Karnataka,0.5
1954-12-01,South Interior Karnataka,18.6
1955-12-01,South Interior Karnataka,2.9
1956-12-01,South Interior Karnataka,1.2
1957-12-01,South Interior Karnataka,0.1
1958-12-01,South Interior Karnataka,0.6
1959-12-01,South Interior Karnataka,6.3
1960-12-01,South Interior Karnataka,0.2
1961-12-01,South Interior Karnataka,1.4
1962-12-01,South Interior Karnataka,65.9
1963-12-01,South Interior Karnataka,12.3
1964-12-01,South Interior Karnataka,3.8
1965-12-01,South Interior Karnataka,21.7
1966-12-01,South Interior Karnataka,13.8
1967-12-01,South Interior Karnataka,16.0
1968-12-01,South Interior Karnataka,3.4
1969-12-01,South Interior Karnataka,27.7
1970-12-01,South Interior Karnataka,0.2
1971-12-01,South Interior Karnataka,10.3
1972-12-01,South Interior Karnataka,41.5
1973-12-01,South Interior Karnataka,8.7
1974-12-01,South Interior Karnataka,0.0
1975-12-01,South Interior Karnataka,1.3
1976-12-01,South Interior Karnataka,1.7
1977-12-01,South Interior Karnataka,0.1
1978-12-01,South Interior Karnataka,30.8
1979-12-01,South Interior Karnataka,1.4
1980-12-01,South Interior Karnataka,1.9
1981-12-01,South Interior Karnataka,6.5
1982-12-01,South Interior Karnataka,0.2
1983-12-01,South Interior Karnataka,38.9
1984-12-01,South Interior Karnataka,4.4
1985-12-01,South Interior Karnataka,5.8
1986-12-01,South Interior Karnataka,8.4
1987-12-01,South Interior Karnataka,31.9
1988-12-01,South Interior Karnataka,19.9
1989-12-01,South Interior Karnataka,5.2
1990-12-01,South Interior Karnataka,2.2
1991-12-01,South Interior Karnataka,0.1
1992-12-01,South Interior Karnataka,0.2
1993-12-01,South Interior Karnataka,33.7
1994-12-01,South Interior Karnataka,0.5
1995-12-01,South Interior Karnataka,0.0
1996-12-01,South Interior Karnataka,27.5
1997-12-01,South Interior Karnataka,33.6
1998-12-01,South Interior Karnataka,11.7
1999-12-01,South Interior Karnataka,3.5
2000-12-01,South Interior Karnataka,12.1
2001-12-01,South Interior Karnataka,2.1
2002-12-01,South Interior Karnataka,0.6
2003-12-01,South Interior Karnataka,3.6
2004-12-01,South Interior Karnataka,10.4
2005-12-01,South Interior Karnataka,5.3
2006-12-01,South Interior Karnataka,1.1
2007-12-01,South Interior Karnataka,14.6
2008-12-01,South Interior Karnataka,5.2
2009-12-01,South Interior Karnataka,22.9
2010-12-01,South Interior Karnataka,2.5
2011-12-01,South Interior Karnataka,5.0
2012-12-01,South Interior Karnataka,6.2
2013-12-01,South Interior Karnataka,2.4
2014-12-01,South Interior Karnataka,18.7
2015-12-01,South Interior Karnataka,4.4
2016-12-01,South Interior Karnataka,31.0
2017-12-01,South Interior Karnataka,7.7
1901-12-01,Kerala,48.4
1902-12-01,Kerala,121.5
1903-12-01,Kerala,59.0
1904-12-01,Kerala,3.3
1905-12-01,Kerala,0.2
1906-12-01,Kerala,86.0
1907-12-01,Kerala,52.8
1908-12-01,Kerala,11.0
1909-12-01,Kerala,32.3
1910-12-01,Kerala,0.1
1911-12-01,Kerala,87.6
1912-12-01,Kerala,22.0
1913-12-01,Kerala,45.8
1914-12-01,Kerala,135.2
1915-12-01,Kerala,14.9
1916-12-01,Kerala,8.9
1917-12-01,Kerala,41.6
1918-12-01,Kerala,54.1
1919-12-01,Kerala,53.0
1920-12-01,Kerala,8.2
1921-12-01,Kerala,15.8
1922-12-01,Kerala,25.1
1923-12-01,Kerala,41.6
1924-12-01,Kerala,50.4
1925-12-01,Kerala,98.8
1926-12-01,Kerala,16.2
1927-12-01,Kerala,6.8
1928-12-01,Kerala,52.7
1929-12-01,Kerala,39.4
1930-12-01,Kerala,89.2
1931-12-01,Kerala,106.5
1932-12-01,Kerala,31.3
1933-12-01,Kerala,42.3
1934-12-01,Kerala,4.9
1935-12-01,Kerala,30.9
1936-12-01,Kerala,18.6
1937-12-01,Kerala,19.1
1938-12-01,Kerala,22.9
1939-12-01,Kerala,10.2
1940-12-01,Kerala,60.1
1941-12-01,Kerala,84.6
1942-12-01,Kerala,117.9
1943-12-01,Kerala,24.3
1944-12-01,Kerala,89.2
1945-12-01,Kerala,18.0
1946-12-01,Kerala,202.3
1947-12-01,Kerala,47.0
1948-12-01,Kerala,19.2
1949-12-01,Kerala,1.8
1950-12-01,Kerala,8.8
1951-12-01,Kerala,23.2
1952-12-01,Kerala,66.9
1953-12-01,Kerala,5.1
1954-12-01,Kerala,62.5
1955-12-01,Kerala,19.8
1956-12-01,Kerala,9.1
1957-12-01,Kerala,28.9
1958-12-01,Kerala,7.7
1959-12-01,Kerala,34.0
1960-12-01,Kerala,23.7
1961-12-01,Kerala,17.5
1962-12-01,Kerala,76.9
1963-12-01,Kerala,48.4
1964-12-01,Kerala,17.8
1965-12-01,Kerala,155.5
1966-12-01,Kerala,50.5
1967-12-01,Kerala,31.1
1968-12-01,Kerala,32.7
1969-12-01,Kerala,66.3
1970-12-01,Kerala,5.7
1971-12-01,Kerala,62.3
1972-12-01,Kerala,114.3
1973-12-01,Kerala,53.8
1974-12-01,Kerala,3.6
1975-12-01,Kerala,19.9
1976-12-01,Kerala,30.8
1977-12-01,Kerala,6.7
1978-12-01,Kerala,39.0
1979-12-01,Kerala,23.3
1980-12-01,Kerala,39.5
1981-12-01,Kerala,43.3
1982-12-01,Kerala,10.8
1983-12-01,Kerala,69.1
1984-12-01,Kerala,18.0
1985-12-01,Kerala,44.0
1986-12-01,Kerala,9.5
1987-12-01,Kerala,131.1
1988-12-01,Kerala,31.1
1989-12-01,Kerala,5.6
1990-12-01,Kerala,5.2
1991-12-01,Kerala,2.3
1992-12-01,Kerala,3.7
1993-12-01,Kerala,46.2
1994-12-01,Kerala,6.5
1995-12-01,Kerala,0.1
1996-12-01,Kerala,62.5
1997-12-01,Kerala,88.4
1998-12-01,Kerala,79.4
1999-12-01,Kerala,4.9
2000-12-01,Kerala,69.1
2001-12-01,Kerala,10.1
2002-12-01,Kerala,2.1
2003-12-01,Kerala,9.7
2004-12-01,Kerala,2.7
2005-12-01,Kerala,56.4
2006-12-01,Kerala,1.8
2007-12-01,Kerala,11.9
2008-12-01,Kerala,17.0
2009-12-01,Kerala,44.2
2010-12-01,Kerala,46.8
2011-12-01,Kerala,49.5
2012-12-01,Kerala,9.4
2013-12-01,Kerala,17.0
2014-12-01,Kerala,47.2
2015-12-01,Kerala,79.4
2016-12-01,Kerala,22.0
2017-12-01,Kerala,61.4
1901-12-01,Lakshadweep,15.0
1902-12-01,Lakshadweep,49.0
1903-12-01,Lakshadweep,
1904-12-01,Lakshadweep,68.9
1905-12-01,Lakshadweep,0.0
1906-12-01,Lakshadweep,63.8
1907-12-01,Lakshadweep,47.4
1908-12-01,Lakshadweep,96.7
1909-12-01,Lakshadweep,32.3
1910-12-01,Lakshadweep,0.0
1911-12-01,Lakshadweep,170.0
1912-12-01,Lakshadweep,92.5
1913-12-01,Lakshadweep,84.9
1914-12-01,Lakshadweep,258.9
1915-12-01,Lakshadweep,78.3
1916-12-01,Lakshadweep,10.4
1917-12-01,Lakshadweep,
1919-12-01,Lakshadweep,112.8
1920-12-01,Lakshadweep,33.1
1921-12-01,Lakshadweep,93.0
1922-12-01,Lakshadweep,57.9
1923-12-01,Lakshadweep,197.9
1924-12-01,Lakshadweep,8.6
1925-12-01,Lakshadweep,242.0
1926-12-01,Lakshadweep,13.8
1927-12-01,Lakshadweep,
1928-12-01,Lakshadweep,139.3
1929-12-01,Lakshadweep,28.8
1930-12-01,Lakshadweep,72.4
1931-12-01,Lakshadweep,96.1
1932-12-01,Lakshadweep,56.7
1933-12-01,Lakshadweep,17.6
1934-12-01,Lakshadweep,0.3
1935-12-01,Lakshadweep,92.4
1936-12-01,Lakshadweep,59.2
1937-12-01,Lakshadweep,32.8
1938-12-01,Lakshadweep,120.3
1939-12-01,Lakshadweep,5.8
1940-12-01,Lakshadweep,40.8
1941-12-01,Lakshadweep,44.0
1942-12-01,Lakshadweep,160.7
1943-12-01,Lakshadweep,55.5
1944-12-01,Lakshadweep,86.7
1945-12-01,Lakshadweep,65.6
1946-12-01,Lakshadweep,
1947-12-01,Lakshadweep,29.9
1948-12-01,Lakshadweep,34.2
1949-12-01,Lakshadweep,8.8
1950-12-01,Lakshadweep,99.7
1951-12-01,Lakshadweep,47.3
1952-12-01,Lakshadweep,22.7
1953-12-01,Lakshadweep,9.7
1954-12-01,Lakshadweep,23.3
1955-12-01,Lakshadweep,13.5
1956-12-01,Lakshadweep,4.9
1957-12-01,Lakshadweep,31.2
1958-12-01,Lakshadweep,36.2
1959-12-01,Lakshadweep,29.0
1960-12-01,Lakshadweep,17.0
1961-12-01,Lakshadweep,93.8
1962-12-01,Lakshadweep,76.1
1963-12-01,Lakshadweep,82.1
1964-12-01,Lakshadweep,24.0
1965-12-01,Lakshadweep,320.6
1966-12-01,Lakshadweep,67.5
1967-12-01,Lakshadweep,33.1
1968-12-01,Lakshadweep,42.9
1969-12-01,Lakshadweep,165.2
1970-12-01,Lakshadweep,18.9
1971-12-01,Lakshadweep,133.1
1972-12-01,Lakshadweep,9.4
1973-12-01,Lakshadweep,99.7
1974-12-01,Lakshadweep,7.2
1975-12-01,Lakshadweep,45.0
1976-12-01,Lakshadweep,11.1
1977-12-01,Lakshadweep,1.4
1978-12-01,Lakshadweep,18.6
1979-12-01,Lakshadweep,42.2
1980-12-01,Lakshadweep,113.6
1981-12-01,Lakshadweep,34.6
1982-12-01,Lakshadweep,9.4
1983-12-01,Lakshadweep,52.5
1984-12-01,Lakshadweep,25.0
1985-12-01,Lakshadweep,83.7
1986-12-01,Lakshadweep,49.5
1987-12-01,Lakshadweep,128.3
1988-12-01,Lakshadweep,5.8
1989-12-01,Lakshadweep,3.5
1990-12-01,Lakshadweep,5.0
1991-12-01,Lakshadweep,28.6
1992-12-01,Lakshadweep,31.7
1993-12-01,Lakshadweep,40.8
1994-12-01,Lakshadweep,1.2
1995-12-01,Lakshadweep,3.3
1996-12-01,Lakshadweep,131.6
1997-12-01,Lakshadweep,119.7
1998-12-01,Lakshadweep,253.5
1999-12-01,Lakshadweep,49.0
2000-12-01,Lakshadweep,11.0
2001-12-01,Lakshadweep,16.6
2002-12-01,Lakshadweep,17.4
2003-12-01,Lakshadweep,7.5
2004-12-01,Lakshadweep,2.2
2005-12-01,Lakshadweep,26.6
2006-12-01,Lakshadweep,10.9
2007-12-01,Lakshadweep,109.6
2008-12-01,Lakshadweep,130.1
2009-12-01,Lakshadweep,132.3
2010-12-01,Lakshadweep,81.5
2011-12-01,Lakshadweep,14.9
2012-12-01,Lakshadweep,8.8
2013-12-01,Lakshadweep,26.7
2014-12-01,Lakshadweep,62.3
2015-12-01,Lakshadweep,159.0
2016-12-01,Lakshadweep,74.7
2017-12-01,Lakshadweep,160.1
,Andaman & Nicobar Islands,3373.2
,Andaman & Nicobar Islands,3520.7
,Andaman & Nicobar Islands,2957.4
,Andaman & Nicobar Islands,3079.6
,Andaman & Nicobar Islands,2566.7
,Andaman & Nicobar Islands,2534.4
,Andaman & Nicobar Islands,3347.9
,Andaman & Nicobar Islands,3576.4
,Andaman & Nicobar Islands,2899.4
,Andaman & Nicobar Islands,2687.2
,Andaman & Nicobar Islands,2960.5
,Andaman & Nicobar Islands,2365.8
,Andaman & Nicobar Islands,2957.8
,Andaman & Nicobar Islands,2741.3
,Andaman & Nicobar Islands,2937.5
,Andaman & Nicobar Islands,2612.4
,Andaman & Nicobar Islands,3275.0
,Andaman & Nicobar Islands,2352.1
,Andaman & Nicobar Islands,2943.2
,Andaman & Nicobar Islands,2606.4
,Andaman & Nicobar Islands,3554.2
,Andaman & Nicobar Islands,
,Andaman & Nicobar Islands,
,Andaman & Nicobar Islands,2480.5
,Andaman & Nicobar Islands,3282.2
,Andaman & Nicobar Islands,2442.9
,Andaman & Nicobar Islands,2998.3
,Andaman & Nicobar Islands,2926.6
,Andaman & Nicobar Islands,3075.1
,Andaman & Nicobar Islands,2357.7
,Andaman & Nicobar Islands,
,Andaman & Nicobar Islands,2987.5
,Andaman & Nicobar Islands,3722.8
,Andaman & Nicobar Islands,3154.0
,Andaman & Nicobar Islands,
,Andaman & Nicobar Islands,3591.1
,Andaman & Nicobar Islands,3264.4
,Andaman & Nicobar Islands,2782.5
,Andaman & Nicobar Islands,3007.5
,Andaman & Nicobar Islands,2898.2
,Andaman & Nicobar Islands,
,Andaman & Nicobar Islands,2791.6
,Andaman & Nicobar Islands,
,Andaman & Nicobar Islands,3489.6
,Andaman & Nicobar Islands,2422.2
,Andaman & Nicobar Islands,3275.1
,Andaman & Nicobar Islands,3079.9
,Andaman & Nicobar Islands,2721.9
,Andaman & Nicobar Islands,3449.0
,Andaman & Nicobar Islands,3349.6
,Andaman & Nicobar Islands,3080.0
,Andaman & Nicobar Islands,2507.2
,Andaman & Nicobar Islands,2807.4
,Andaman & Nicobar Islands,3343.3
,Andaman & Nicobar Islands,3025.0
,Andaman & Nicobar Islands,3938.2
,Andaman & Nicobar Islands,2959.7
,Andaman & Nicobar Islands,2981.7
,Andaman & Nicobar Islands,3054.8
,Andaman & Nicobar Islands,3163.8
,Andaman & Nicobar Islands,2701.2
,Andaman & Nicobar Islands,3216.4
,Andaman & Nicobar Islands,2762.8
,Andaman & Nicobar Islands,2619.0
,Andaman & Nicobar Islands,3370.8
,Andaman & Nicobar Islands,2998.6
,Andaman & Nicobar Islands,3323.0
,Andaman & Nicobar Islands,2991.1
,Andaman & Nicobar Islands,2962.0
,Andaman & Nicobar Islands,3085.7
,Andaman & Nicobar Islands,3276.0
,Andaman & Nicobar Islands,2388.2
,Andaman & Nicobar Islands,2712.4
,Andaman & Nicobar Islands,1849.4
,Andaman & Nicobar Islands,3625.3
,Andaman & Nicobar Islands,3074.8
,Andaman & Nicobar Islands,2384.5
,Andaman & Nicobar Islands,2792.4
,Andaman & Nicobar Islands,2820.3
,Andaman & Nicobar Islands,2630.8
,Andaman & Nicobar Islands,2187.8
,Andaman & Nicobar Islands,2764.0
,Andaman & Nicobar Islands,3323.0
,Andaman & Nicobar Islands,2533.6
,Andaman & Nicobar Islands,2183.4
,Andaman & Nicobar Islands,2535.8
,Andaman & Nicobar Islands,2098.7
,Andaman & Nicobar Islands,2237.4
,Andaman & Nicobar Islands,3262.8
,Andaman & Nicobar Islands,3115.4
,Andaman & Nicobar Islands,2996.9
,Andaman & Nicobar Islands,2755.1
,Andaman & Nicobar Islands,2846.4
,Andaman & Nicobar Islands,2699.7
,Andaman & Nicobar Islands,2763.2
,Andaman & Nicobar Islands,3080.9
,Andaman & Nicobar Islands,2620.2
,Andaman & Nicobar Islands,2355.9
,Andaman & Nicobar Islands,2460.1
,Andaman & Nicobar Islands,2954.7
,Andaman & Nicobar Islands,2404.7
,Andaman & Nicobar Islands,2748.0
,Andaman & Nicobar Islands,3374.8
,Andaman & Nicobar Islands,2538.6
,Andaman & Nicobar Islands,3157.1
,Andaman & Nicobar Islands,3828.0
,Andaman & Nicobar Islands,3497.6
,Andaman & Nicobar Islands,3757.8
,Andaman & Nicobar Islands,2622.4
,Andaman & Nicobar Islands,2904.6
,Andaman & Nicobar Islands,2851.9
,Andaman & Nicobar Islands,2890.0
,Arunachal Pradesh,
,Arunachal Pradesh,
,Arunachal Pradesh,5486.3
,Arunachal Pradesh,4693.9
,Arunachal Pradesh,4106.7
,Arunachal Pradesh,5691.4
,Arunachal Pradesh,4187.2
,Arunachal Pradesh,3507.5
,Arunachal Pradesh,4450.5
,Arunachal Pradesh,4439.8
,Arunachal Pradesh,3521.6
,Arunachal Pradesh,5253.2
,Arunachal Pradesh,5272.7
,Arunachal Pradesh,4320.2
,Arunachal Pradesh,4334.1
,Arunachal Pradesh,4872.1
,Arunachal Pradesh,4850.9
,Arunachal Pradesh,3773.3
,Arunachal Pradesh,4575.7
,Arunachal Pradesh,4173.7
,Arunachal Pradesh,4788.9
,Arunachal Pradesh,3375.1
,Arunachal Pradesh,6129.0
,Arunachal Pradesh,3898.7
,Arunachal Pradesh,4099.3
,Arunachal Pradesh,4220.2
,Arunachal Pradesh,3828.2
,Arunachal Pradesh,4326.7
,Arunachal Pradesh,3904.3
,Arunachal Pradesh,3649.3
,Arunachal Pradesh,4011.2
,Arunachal Pradesh,4369.1
,Arunachal Pradesh,6331.1
,Arunachal Pradesh,4874.7
,Arunachal Pradesh,
,Arunachal Pradesh,3354.2
,Arunachal Pradesh,2396.1
,Arunachal Pradesh,
,Arunachal Pradesh,
,Arunachal Pradesh,5063.5
,Arunachal Pradesh,4195.5
,Arunachal Pradesh,3709.4
,Arunachal Pradesh,3676.5
,Arunachal Pradesh,
,Arunachal Pradesh,4138.0
,Arunachal Pradesh,4959.3
,Arunachal Pradesh,2196.8
,Arunachal Pradesh,2209.6
,Arunachal Pradesh,1668.5
,Arunachal Pradesh,2139.0
,Arunachal Pradesh,1877.7
,Arunachal Pradesh,1973.4
,Arunachal Pradesh,2184.5
,Arunachal Pradesh,2281.3
,Arunachal Pradesh,2457.5
,Arunachal Pradesh,3063.9
,Arunachal Pradesh,2213.3
,Arunachal Pradesh,2419.5
,Arunachal Pradesh,3774.3
,Arunachal Pradesh,2531.0
,Arunachal Pradesh,2773.6
,Arunachal Pradesh,3215.3
,Arunachal Pradesh,2790.9
,Arunachal Pradesh,2779.5
,Arunachal Pradesh,3335.3
,Arunachal Pradesh,3278.0
,Arunachal Pradesh,3266.2
,Arunachal Pradesh,2495.6
,Arunachal Pradesh,3433.2
,Arunachal Pradesh,4155.3
,Arunachal Pradesh,3281.6
,Arunachal Pradesh,3604.0
,Arunachal Pradesh,3434.4
,Arunachal Pradesh,2707.0
,Arunachal Pradesh,3348.9
,Arunachal Pradesh,2287.4
,Arunachal Pradesh,3068.8
,Arunachal Pradesh,2520.5
,Arunachal Pradesh,2274.9
,Arunachal Pradesh,3616.7
,Arunachal Pradesh,2316.6
,Arunachal Pradesh,2596.8
,Arunachal Pradesh,2036.0
,Arunachal Pradesh,2389.2
,Arunachal Pradesh,2451.8
,Arunachal Pradesh,2545.7
,Arunachal Pradesh,2335.5
,Arunachal Pradesh,2259.6
,Arunachal Pradesh,3020.7
,Arunachal Pradesh,2244.4
,Arunachal Pradesh,1749.9
,Arunachal Pradesh,2855.7
,Arunachal Pradesh,2193.7
,Arunachal Pradesh,3440.3
,Arunachal Pradesh,2042.9
,Arunachal Pradesh,2403.2
,Arunachal Pradesh,2767.5
,Arunachal Pradesh,2706.9
,Arunachal Pradesh,2745.3
,Assam & Meghalaya,2498.6
,Assam & Meghalaya,2952.1
,Assam & Meghalaya,2544.7
,Assam & Meghalaya,2664.1
,Assam & Meghalaya,2790.6
,Assam & Meghalaya,2663.4
,Assam & Meghalaya,2521.1
,Assam & Meghalaya,2277.8
,Assam & Meghalaya,2377.0
,Assam & Meghalaya,2887.3
,Assam & Meghalaya,3096.2
,Assam & Meghalaya,2743.5
,Assam & Meghalaya,2760.5
,Assam & Meghalaya,2343.8
,Assam & Meghalaya,3165.1
,Assam & Meghalaya,2601.1
,Assam & Meghalaya,2519.9
,Assam & Meghalaya,3106.8
,Assam & Meghalaya,2344.2
,Assam & Meghalaya,2623.6
,Assam & Meghalaya,2999.7
,Assam & Meghalaya,2261.9
,Assam & Meghalaya,2440.6
,Assam & Meghalaya,2691.4
,Assam & Meghalaya,2550.5
,Assam & Meghalaya,2511.7
,Assam & Meghalaya,2793.1
,Assam & Meghalaya,2634.3
,Assam & Meghalaya,2953.8
,Assam & Meghalaya,2550.7
,Assam & Meghalaya,2800.1
,Assam & Meghalaya,2888.7
,Assam & Meghalaya,2339.1
,Assam & Meghalaya,3074.9
,Assam & Meghalaya,2678.4
,Assam & Meghalaya,2671.3
,Assam & Meghalaya,2324.6
,Assam & Meghalaya,2786.5
,Assam & Meghalaya,2401.6
,Assam & Meghalaya,2451.6
,Assam & Meghalaya,2709.5
,Assam & Meghalaya,2677.0
,Assam & Meghalaya,2703.7
,Assam & Meghalaya,2524.3
,Assam & Meghalaya,2665.7
,Assam & Meghalaya,2679.5
,Assam & Meghalaya,2643.3
,Assam & Meghalaya,3185.4
,Assam & Meghalaya,2983.4
,Assam & Meghalaya,2392.4
,Assam & Meghalaya,2613.8
,Assam & Meghalaya,2851.3
